GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	S_250754_Probe_4A_50_S24	INDIGO.NoDrug.Control
recF	Rv0003	DNA replication/repair protein RecF	hypoxia_late:13%; human_sputum:12%	-1.0305	0.307524745557101	758.95	873	501	541	620	1418	73.57	176.74
iniB	Rv0341	isoniazid inducible protein IniB	hypoxia_rar:23%; acidic:22%; hypoxia_hypoxic:12%; acidic_tyloxopol:11%	-1.1185	0.402468700884078	715.57	936	380	261	796	1544	40.55	114.68
Rv1700	Rv1700	NUDIX hydrolase	acidic:9%	-0.9862	0.191231406475741	780.85	406	550	553	2124	703	104.34	238.8
Rv1979c	Rv1979c	permease	acidic_tyloxopol:10%; INDIGO_exponential:10%	-1.2319	0.424042878236466	758.77	470	224	152	3080	1106	85.76	323.04
Rv3376	Rv3376	phosphatase	INDIGO_exponential:12%; ctl_exponential:11%	-0.9862	0.206813513165928	774.36	322	542	406	2366	848	321.38	738.63
Rv3259	Rv3259	hypothetical protein	tyloxopol:17%; low_iron:13%	-0.8288	0.0373191391509734	759.09	447	933	874	1034	593	175.23	306.04
Rv1301	Rv1301	threonylcarbamoyl-AMP synthase	PBS_RIF_DDmtb:9%	-0.9904	0.207003464618555	774.49	346	536	430	2347	796	226.1	523.35
MT1122.1	MT1122.1	hypothetical protein	hypoxia_late:46%; ctl_stationary:14%	-1.1485	0.462140210508637	690.47	1313	369	531	571	841	1.39	7.28
Rv3047c	Rv3047c	hypothetical protein	PBS_RIF_DDmtb:13%; low_iron:10%; ctl_stationary:10%	-0.7711	0.0124691217761252	772.13	593	1232	1122	615	449	93.91	139.77
MTS1180	MTS1180	small intergenic RNA	acidic_tyloxopol:10%	-0.8116	0.030452318850004	753.72	528	995	923	846	542	91.32	154.13
moxR3	Rv3164c	methanol dehydrogenase transcriptional regulator MoxR	hypoxia_late:18%	-1.3143	0.463492818772991	730.87	624	261	569	1682	851	14.39	54.57
Rv3198A	Rv3198A	glutaredoxin protein	ctl_exponential:12%	-0.741	0.00550135924491226	787.6	543	1403	1305	554	396	180.96	247.8
Rv2248	Rv2248	hypothetical protein	INDIGO_exponential:10%	-1.0511	0.29695978976241	754.48	429	405	308	2523	825	82.28	219.69
Rv0095c	Rv0095c	hypothetical protein	hypoxia_late:22%; zinc_limitation:16%; ctl_stationary:10%	-0.9699	0.165229267846946	768.23	931	652	811	698	764	14.2	32.13
plcC	Rv2349c	phospholipase C	hypoxia_late:13%	-1.3589	0.473041885785528	726.16	561	190	193	2633	1028	21.43	94.43
MT0540	MT0540	hypothetical protein	human_sputum:18%	-0.7388	0.00124157050592793	856.82	759	2058	2018	227	181	200.2	207.31
sdhD	Rv3317	succinate dehydrogenase hydrophobic membrane anchor subunit	hypoxia_late:12%	-0.8767	0.0692693100632491	757.49	584	829	838	949	620	53.53	102.29
Rv0139	Rv0139	oxidoreductase	hypoxia_late:10%	-0.9861	0.240709564401532	728.73	866	596	436	542	1367	81.9	182.02
MT0771	MT0771	hypothetical protein	hypoxia_late:30%; ctl_stationary:15%; PBS_RIF_DDmtb:13%	-1.1746	0.458742657463862	689.38	1303	359	562	552	843	1.35	7.4
fadD21	Rv1185c	fatty-acid--CoA ligase FadD21	INDIGO_exponential:9%	-1.1995	0.434337784972318	708.6	840	305	214	934	1719	287.36	901.86
Rv1155	Rv1155	pyridoxine/pyridoxamine 5'-phosphate oxidase	cholesterol:10%	-0.8513	0.0448722070305504	751.37	418	874	789	1145	631	223.48	403.42
Rv1888A	Rv1888A	conserved hypothetical protein	PBS_RIF_DDmtb:16%	-0.794	0.00627649981978679	796.15	716	1446	1620	339	311	67.88	89.23
PPE58	Rv3426	PPE family protein PPE58	nutrient_limitation:20%; hypoxia_rar:13%	-1.0684	0.244925660122532	765.52	468	449	517	2089	733	48.93	127.3
Rv1948c	Rv1948c	hypothetical protein	hypoxia_late:15%	-0.8606	0.0383459682536411	754.69	668	943	950	686	566	45.96	81.51
Rv3096	Rv3096	hypothetical protein	tyloxopol:11%	-1.0382	0.26784285915947	729.12	824	505	480	600	1401	94.48	225.96
vapC16	Rv2231A	ribonuclease VapC16	ctl_stationary:14%; hypoxia_late:14%	-0.942	0.103971639660065	760.64	775	684	937	744	677	23.2	48.7
Rv0634A	Rv0634A	hypothetical protein	ctl_exponential:18%; acidic:10%	-0.7492	0.0032018684805142	790.01	484	1426	1327	519	465	491.19	657.99
dppC	Rv3664c	dipeptide ABC transporter permease DppC	hypoxia_late:23%	-1.1408	0.37762084024961	695.92	903	349	256	1258	1005	8.92	29.61
rpmF	Rv0979A	50S ribosomal protein L32	INDIGO_exponential:10%	-0.7476	0.00138359063177478	828.93	574	1751	1798	345	295	391.73	456.41
Rv0057	Rv0057	hypothetical protein	zinc_limitation:12%	-0.9257	0.118411416434718	723.46	396	698	629	1422	644	139.57	284.58
leuV	Rvnt20	tRNA-Leu	hypoxia_late:51%; zinc_limitation:19%	-1.3848	0.585178638936301	619.32	1318	220	129	847	1078	0	5.56
Rv3822	Rv3822	hypothetical protein	butyrate_plus_glucose:11%	-1.2245	0.348300482982743	736.11	368	257	162	3017	1075	194.31	677.78
vapB31	Rv0748	antitoxin VapB31	human_sputum:11%	-0.7612	0.00351687120828436	778.8	481	1380	1319	532	444	379.42	518.81
Rv2600	Rv2600	integral membrane protein	ctl_exponential:12%	-0.8744	0.0372623859559036	727.15	540	870	867	828	570	64.83	118.91
Rv0885	Rv0885	hypothetical protein	low_iron:18%; hypoxia_hypoxic:13%; acidic:12%	-1.2265	0.340970918829626	742.89	404	290	363	2604	845	63.95	213.41
ino1	Rv0046c	inositol-3-phosphate synthase	acidic_tyloxopol:12%	-1.204	0.333392734475014	741.2	325	278	190	2951	1110	355.72	1172.6
MT1479.1	MT1479.1	hypothetical protein	ctl_exponential:17%; hypoxia_hypoxic:12%	-0.7586	0.00380257869455441	771.04	562	1483	1434	425	329	163.09	212.72
Rv1718	Rv1718	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:10%	-1.1599	0.379914639460589	687.34	793	338	269	1395	948	12.57	40.84
Rv1360	Rv1360	oxidoreductase	INDIGO_exponential:12%; human_sputum:11%	-1.0081	0.203474682034715	722	766	568	545	497	1384	185.25	412.91
mpr17	Rvnc0017	fragment of putative small regulatory RNA	high_iron:10%	-0.8359	0.0043022096222749	797.52	876	1655	1719	217	217	51.81	62.89
rplN	Rv0714	50S ribosomal protein L14	hypoxia_rar:10%	-0.8419	0.0136380917725338	750.54	384	1012	992	818	649	552.41	914.37
leuC	Rv2988c	3-isopropylmalate dehydratase large subunit	INDIGO_exponential:12%; zinc_limitation:10%	-1.2944	0.373561878894572	722.15	408	210	134	3061	1074	118.16	461.11
Rv3719	Rv3719	hypothetical protein	acidic_tyloxopol:8%	-1.1311	0.330716817307337	698.03	825	376	305	754	1526	103.53	288.05
Rv2438A	Rv2438A	hypothetical protein	hypoxia_late:15%; PBS_RIF_DDmtb:14%	-0.9027	0.0349159877610104	730.13	802	941	1000	473	517	28.11	50.04
Rv1927	Rv1927	hypothetical protein	tyloxopol:10%	-1.1146	0.250927987098868	723.13	428	386	378	2240	748	54.92	152.3
Rv1598c	Rv1598c	hypothetical protein	cholesterol:8%	-0.8624	0.0276812943832085	711.49	455	905	820	901	543	121.8	218.5
Rv2277c	Rv2277c	glycerolphosphodiesterase	hypoxia_late:22%; human_sputum:15%	-1.1941	0.339427510310665	703.81	653	315	199	2039	905	17.38	57.84
Rv3760	Rv3760	membrane protein	cholesterol:12%; hypoxia_late:11%	-0.8914	0.0293916483476975	725.16	734	954	947	527	526	35.54	63.13
Rv3751	Rv3751	integrase	hypoxia_late:25%	-0.8658	0.0154077674259872	734.94	787	1139	1126	387	421	38.56	60.57
MT2418	MT2418	hypothetical protein	hypoxia_late:15%; ctl_stationary:13%	-0.9363	0.0410334596360992	725.49	907	923	980	401	522	20.12	36.68
mce1F	Rv0174	Mce family protein Mce1F	butyrate_plus_glucose:12%	-1.1901	0.345195414550066	693.61	790	334	273	797	1644	337.93	1006.23
MT3362	MT3362	hypothetical protein	hypoxia_late:32%	-0.8508	0.00775908650279648	762.96	849	1454	1377	277	292	44.72	60.59
Rv3613c	Rv3613c	hypothetical protein	acidic:22%; acidic_tyloxopol:22%	-0.7893	0.000750700110700152	828.28	547	1795	1722	283	393	1114.06	1281.92
MT3131.1	MT3131.1	hypothetical protein	butyrate_plus_glucose:15%; acidic_tyloxopol:11%; tyloxopol:10%	-0.7889	0.00237358013966545	776.59	649	1666	1623	297	241	127.2	155.12
Rv1974	Rv1974	membrane protein	ctl_stationary:17%; hypoxia_late:13%	-1.0914	0.277077202679963	685.73	1112	482	412	608	941	5.51	16.6
rmlC	Rv3465	dTDP-4-dehydrorhamnose 3,5-epimerase	INDIGO_exponential:15%	-1.013	0.127761253145244	713.32	333	547	411	2027	708	170.56	391.57
nuoH	Rv3152	NADH-quinone oxidoreductase subunit H	high_iron:15%; butyrate_plus_glucose:13%; tyloxopol:12%; INDIGO_exponential:11%	-1.0982	0.251297712650233	690.02	756	438	382	613	1491	220.68	565.2
Rv2658c	Rv2658c	prophage protein	ctl_stationary:18%; hypoxia_fatty_acids:17%; hypoxia_late:12%	-1.0048	0.0888349238135852	723.11	821	665	958	560	645	17.74	38.8
glfT1	Rv3782	galactofuranosyl transferase GlfT	INDIGO_exponential:10%	-1.1694	0.257371396919249	704.46	316	332	262	2597	874	169.58	508.03
vapC25	Rv0277c	ribonuclease VapC25	butyrate_plus_glucose:10%	-0.8823	0.0249731325131226	698.87	389	868	777	948	592	210.37	383.77
cfp2	Rv2376c	low molecular weight antigen MTB12	tyloxopol:10%; INDIGO_exponential:10%	-0.9506	0.0578456786687921	701.62	311	705	563	1267	837	689.39	1392.73
Rv3060c	Rv3060c	GntR family transcriptional regulator	hypoxia_fatty_acids:12%	-1.1923	0.327598690113665	678.15	827	351	316	706	1472	66.91	199.42
Rv2898c	Rv2898c	hypothetical protein	hypoxia_late:19%; microaerophilic:11%	-0.9576	0.0404713678085844	705.47	607	747	998	650	564	36.32	72.22
MT0915.1	MT0915.1	hypothetical protein	hypoxia_late:32%	-1.0088	0.110661913746099	698.69	877	640	646	644	700	15.29	35.08
sirA	Rv2391	sulfite reductase	nutrient_limitation:10%	-1.4349	0.373777702051855	696.32	362	159	97	3120	1197	231.84	1063.71
Rv1906c	Rv1906c	hypothetical protein	human_sputum:9%	-0.9241	0.0358130508595212	689.58	361	774	678	1101	638	252.54	492.03
Rv2665	Rv2665	hypothetical protein	nutrient_limitation:8%	-0.8159	0.00414765159270707	722.76	452	1223	1161	558	420	263.58	389.95
Rv0246	Rv0246	integral membrane protein	human_sputum:12%	-1.1531	0.27080369915851	673.42	794	387	381	612	1417	79.94	220.59
Rv2135c	Rv2135c	hypothetical protein	PBS_RIF_DDmtb:11%	-1.0807	0.183875662692205	686.59	394	432	300	2156	709	73.17	189.87
higA	Rv1956	antitoxin HigA	hypoxia_fatty_acids:28%	-0.9987	0.0767969566288276	694.37	683	669	667	793	664	27.45	61.33
MT2370	MT2370	hypothetical protein	hypoxia_late:37%; ctl_stationary:12%	-1.06	0.0863648887250343	702.78	1045	694	964	369	558	8.8	19.96
carD	Rv3583c	RNA polymerase-binding transcription factor CarD	microaerophilic:12%; nutrient_limitation:11%	-0.9878	0.0424455598462496	700.96	276	697	513	1014	1216	3322.67	6768.24
Rv2514c	Rv2514c	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:12%; hypoxia_late:12%	-0.991	0.0901323076633894	677.24	711	612	597	788	687	23.43	52.59
Rv0894	Rv0894	transcriptional regulator	hypoxia_late:16%; human_sputum:10%	-1.364	0.353968753025274	662.9	550	218	165	2271	901	18.24	75.1
Rv2772c	Rv2772c	transmembrane protein	hypoxia_late:9%	-0.9418	0.040495527173787	666.46	453	711	689	946	582	76.31	154.16
Rv3485c	Rv3485c	short-chain type dehydrogenase/reductase	nutrient_limitation:26%; PBS_RIF_DDmtb:17%; INDIGO_exponential:10%	-1.2266	0.251763335387295	684.65	336	302	303	2452	795	90.59	288.53
Rv3057c	Rv3057c	short chain alcohol dehydrogenase/reductase	acidic:10%	-1.2558	0.222701347884118	701.81	357	308	543	2129	706	56.88	181.94
MT3145.1	MT3145.1	hypothetical protein	acidic_tyloxopol:11%	-0.8603	0.00308178565206022	742.14	713	1545	1617	236	214	67.74	85.71
Rv2146c	Rv2146c	transmembrane protein	acidic:8%	-0.8357	0.00359782300701885	705.37	425	1173	1049	576	464	375.23	566.44
rsfA	Rv1365c	anti-sigma-F factor antagonist RsfA	acidic_tyloxopol:12%; butyrate:12%	-0.9242	0.022366862642561	668.09	502	835	821	720	504	63.93	119.92
hadA	Rv0635	(3R)-hydroxyacyl-ACP dehydratase subunit HadA	acidic:10%	-0.943	0.0305298947509546	664.57	327	749	602	1068	688	383.06	755.64
thrT	Rvnt06	tRNA-Thr	hypoxia_late:14%; hypoxia_hypoxic:12%	-0.8507	0.000426646980816651	802.86	671	2059	2035	171	149	354.91	366.15
MT3080.1	MT3080.1	hypothetical protein	zinc_limitation:10%	-0.8228	0.00323386660416903	700.95	516	1370	1246	400	301	150.97	208.1
Rv1271c	Rv1271c	hypothetical protein	human_sputum:14%; ctl_exponential:12%	-0.8707	0.00832050216380428	688.11	423	1000	988	677	463	169.29	282.9
phoY1	Rv3301c	phosphate transport system transcriptional regulator PhoY	INDIGO_exponential:10%	-1.0931	0.124838094325671	677.16	355	454	393	1955	672	92.15	234.69
Rv0397A	Rv0397A	hypothetical protein	acidic:19%	-0.8405	0.00473623235732664	689.8	497	1244	1139	448	355	122.1	180.21
MT0910.4	MT0910.4	hypothetical protein	PBS_RIF_DDmtb:27%; hypoxia_late:23%; ctl_stationary:14%	-1.108	0.0834612469872576	691.92	1027	671	952	363	560	8.85	20.9
Rv3377c	Rv3377c	type B diterpene cyclase	human_sputum:12%	-1.465	0.342551928018596	669.83	378	171	174	2818	937	57.3	262.96
hpt	Rv3624c	hypoxanthine-guanine phosphoribosyltransferase	tyloxopol:9%	-1.0841	0.0971351464809532	656.92	328	467	359	1906	667	117.16	291.43
fadD30	Rv0404	long-chain-fatty-acid--AMP ligase FadD30	hypoxia_late:13%	-1.2969	0.340201650139938	631.17	837	268	182	777	1517	45.74	157.79
Rv0823c	Rv0823c	tRNA-dihydrouridine synthase	low_iron:14%; INDIGO_exponential:11%	-1.1333	0.187209471171863	640.78	661	434	355	499	1509	477.92	1224.52
Rv0470A	Rv0470A	hypothetical protein	hypoxia_late:16%	-1.0187	0.0509394507381086	653.77	591	641	709	733	601	31.44	69.29
Rv1786	Rv1786	ferredoxin	hypoxia_late:22%; ctl_stationary:11%	-0.8989	0.00732001846296228	688.77	636	1178	1223	349	325	54.97	83.49
Rv2927c	Rv2927c	hypothetical protein	cholesterol:11%; tyloxopol:10%	-1.1392	0.1498675366603	651.16	267	390	275	2213	777	227.69	612.17
Rv2910c	Rv2910c	hypothetical protein	hypoxia_late:15%; human_sputum:15%; PBS_RIF_DDmtb:13%; ctl_stationary:12%	-1.0635	0.115565948838555	638.66	836	528	452	662	755	13.53	34.1
Rv0247c	Rv0247c	succinate dehydrogenase iron-sulfur subunit	tyloxopol:13%	-1.1527	0.150942043191114	649.23	268	384	294	2186	758	190.76	521.63
parA	Rv3918c	chromosome partitioning protein ParA	INDIGO_exponential:10%	-1.2748	0.243374870598087	648.64	318	267	169	2592	856	107.57	368.2
Rv1576c	Rv1576c	phage capsid protein	microaerophilic:54%	-1.5305	0.362471886224235	639.82	569	164	192	2109	902	11.59	60.13
Rv1572c	Rv1572c	conserved hypothetical protein	hypoxia_late:27%	-0.9143	0.00285769806540113	723.39	764	1497	1609	198	195	53.52	69.1
vapC48	Rv3697c	ribonuclease VapC48	hypoxia_late:8%	-0.9705	0.0220321594386456	648.06	414	745	797	826	514	94.29	188.81
MT0012	MT0012	hypothetical protein	tyloxopol:15%; butyrate_plus_glucose:12%; high_iron:10%	-0.8636	0.000527785852739569	764.71	512	1716	1660	249	313	873.48	1039.51
argU	Rvnt43	tRNA-Arg	zinc_limitation:41%; hypoxia_late:23%	-0.9419	0.00395000408110244	713.81	807	1444	1510	200	201	44.37	59.84
Rv0888	Rv0888	hypothetical protein	butyrate:10%	-1.4922	0.323070415699461	647.25	381	166	205	2605	867	40.3	187.91
Rv0031	Rv0031	transposase	acidic_tyloxopol:10%	-0.9384	0.0087632555871582	664.97	632	1059	1136	347	358	44.85	72.54
Rv2310	Rv2310	excisionase	hypoxia_late:44%; ctl_stationary:12%; PBS_RIF_DDmtb:10%	-1.5476	0.470986964954916	545.48	1248	170	147	646	953	0	6.71
thyA	Rv2764c	thymidylate synthase ThyA	acidic_tyloxopol:12%	-1.2082	0.156248980655399	646.38	313	350	343	2101	695	92.44	272.16
MT1537	MT1537	hypothetical protein	human_sputum:11%	-0.8754	0.00410844609977542	653.8	458	1156	1047	456	351	139.84	214.18
MT1957.1	MT1957.1	hypothetical protein	zinc_limitation:24%; PBS_RIF_DDmtb:18%	-0.9692	0.0131153627050762	649.55	618	928	967	424	417	39.17	70.41
MT3024	MT3024	hypothetical protein	hypoxia_late:11%; INDIGO_exponential:11%	-0.8949	0.00719515351913407	643.78	463	998	857	586	411	104.38	175.45
Rv3657c	Rv3657c	membrane protein	hypoxia_late:50%	-1.3974	0.341933096974042	595.39	1159	250	287	540	1022	1.81	11.71
alaT	Rvnt02	tRNA-Ala	hypoxia_late:17%; tyloxopol:16%	-0.9175	0.00204664215710476	709.9	742	1617	1502	190	175	66.03	82.43
parB	Rv3917c	chromosome partitioning protein ParB	high_iron:9%	-1.2845	0.225575189513945	632.33	298	265	148	2572	859	133.42	456.64
MT0450	MT0450	hypothetical protein	human_sputum:13%	-0.8833	0.000559203465108087	746.78	639	1867	1761	192	152	192.01	217.38
vapC21	Rv2757c	ribonuclease VapC21	human_sputum:16%; hypoxia_late:12%	-1.0706	0.0394856399746261	637.35	579	606	827	624	567	28.44	64.72
esxU	Rv3445c	ESAT-6 like protein EsxU	hypoxia_late:23%; human_sputum:14%	-1.1935	0.112140892029996	643.86	923	481	764	436	678	8.74	24.93
Rv3072c	Rv3072c	hypothetical protein	hypoxia_late:16%	-1.073	0.0585545934980541	623.78	518	534	611	858	625	35.04	84.43
Rv0679c	Rv0679c	hypothetical protein	microaerophilic:20%; ctl_stationary:18%; hypoxia_fatty_acids:17%	-0.996	0.0291628311034866	622.26	364	663	620	970	569	115.67	244.9
Rv3050c	Rv3050c	AsnC family transcriptional regulator	low_iron:11%	-1.1915	0.123430323945785	637.56	233	371	330	2061	793	288.54	806.65
Rv0395	Rv0395	hypothetical protein	hypoxia_late:55%; ctl_stationary:11%	-1.4924	0.380148137814744	570.49	1217	197	441	490	749	0.54	8
secG	Rv1440	protein-export membrane protein SecG	ctl_exponential:13%	-0.8756	0.00233694464182996	684.83	449	1274	1298	403	319	229.67	332
MT2803.1	MT2803.1	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:12%	-1.0084	0.0110751730858069	667.23	892	1097	1120	233	304	23.56	37.98
Rv3821	Rv3821	integral membrane protein	INDIGO_exponential:10%	-1.1665	0.0940263591751956	635.2	302	385	410	1854	661	103.07	282.15
nuoA	Rv3145	NADH-quinone oxidoreductase subunit A	high_iron:16%; INDIGO_exponential:11%	-0.9235	0.00837442006075814	633.33	354	882	731	761	515	264.1	475
MT3033	MT3033	hypothetical protein	hypoxia_late:23%	-0.9671	0.00816450922396015	651.31	614	1025	1185	336	326	43.69	71.52
PPE50	Rv3135	PPE family protein PPE50	hypoxia_rar:16%; acidic:15%	-0.9402	0.0101679279965385	634.26	360	840	776	770	500	197.76	366.35
MT1071	MT1071	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:16%; ctl_stationary:13%	-1.0982	0.0340826868700436	633.34	700	625	981	419	510	19.29	43.04
Rv3237c	Rv3237c	hypothetical protein	acidic:16%	-1.0164	0.0250984550290035	615.93	386	646	704	866	532	86.81	185.72
MT3718.2	MT3718.2	hypothetical protein	hypoxia_late:30%; ctl_stationary:22%; PBS_RIF_DDmtb:14%	-1.6792	0.443570847177289	542.61	1206	144	295	557	839	0	7.81
MT0124	MT0124	hypothetical protein	acidic:16%; acidic_tyloxopol:16%; hypoxia_hypoxic:15%; hypoxia_rar:11%	-0.9797	0.00848170141143856	646.13	669	1051	1095	316	322	38.71	63.69
vapC44	Rv3320c	ribonuclease VapC44	INDIGO_exponential:15%; tyloxopol:14%; high_iron:11%	-0.9732	0.0124450719762904	624.02	339	769	757	804	524	189.35	369.1
gid	Rv3919c	rRNA small subunit methyltransferase G	high_iron:10%	-1.1371	0.0709702262126363	609.78	280	424	277	1856	698	178.63	465.29
vapB41	Rv2601A	antitoxin VapB41	human_sputum:10%	-0.9012	0.0039495054202072	637.17	416	1062	1021	480	375	171.26	273.56
Rv3735	Rv3735	hypothetical protein	hypoxia_fatty_acids:10%	-1.0159	0.0275278861823402	596.8	409	635	551	888	550	76.51	165.5
fabG2	Rv1350	3-oxoacyl-ACP reductase FabG	hypoxia_late:14%	-1.2443	0.15235844826368	605.91	640	323	429	978	774	14.99	49.22
trxA	Rv1470	thioredoxin TrxA	hypoxia_late:12%; human_sputum:11%	-1.0218	0.0224290680261533	607.15	554	702	713	579	502	36.41	75.42
Rv2306A	Rv2306A	conserved membrane protein	hypoxia_late:19%	-1.2532	0.128942136979369	627.09	744	353	665	684	740	11.33	36.7
pup	Rv2111c	ubiquitin-like protein Pup	cholesterol:10%	-0.897	0.000856125953453176	698.75	440	1436	1284	313	391	844.46	1129.84
Rv0786c	Rv0786c	hypothetical protein	hypoxia_late:10%	-1.007	0.0149634081115502	622.81	450	729	881	625	479	59.59	119.33
Rv3637	Rv3637	transposase	PBS_RIF_DDmtb:25%; hypoxia_late:24%; ctl_stationary:18%	-1.6655	0.429478490412306	527.95	1213	147	230	569	836	0	7.68
Rv1507A	Rv1507A	hypothetical protein	human_sputum:13%	-1.0315	0.026772521873618	594.8	365	614	590	923	547	98.06	215.46
Rv3686c	Rv3686c	hypothetical protein	acidic:14%	-0.9384	0.00349990448684515	647.97	324	976	808	592	639	840.96	1427.19
Rv1055	Rv1055	integrase	human_sputum:11%	-0.9253	0.00164664259324935	678.95	576	1486	1539	221	186	93.1	121.47
Rv1950c	Rv1950c	hypothetical protein	hypoxia_late:10%	-1.0036	0.00797741741010348	639.99	625	999	1208	303	314	38.19	64.05
drrC	Rv2938	daunorubicin ABC transporter permease DrrC	INDIGO_exponential:14%	-1.2663	0.136793387438608	604.3	255	320	252	2131	730	136.68	425.9
Rv3740c	Rv3740c	diacyglycerol O-acyltransferase	nutrient_limitation:42%; PBS_RIF_DDmtb:29%	-1.2531	0.182316641766552	583.53	681	339	299	494	1351	97.31	289.99
vapC31	Rv0749	ribonuclease VapC31	PBS_RIF_DDmtb:9%	-0.9794	0.0114761913298673	603.06	347	746	705	784	497	149.92	294.11
Rv2336	Rv2336	hypothetical protein	INDIGO_exponential:11%	-1.3383	0.183011163118237	600.48	317	259	216	2218	720	60.74	214.62
MT0694	MT0694	hypothetical protein	human_sputum:16%; hypoxia_late:11%; ctl_stationary:10%	-1.0031	0.0110532809573076	623.54	647	956	908	362	374	36.05	64.22
MT1192	MT1192	hypothetical protein	microaerophilic:15%	-0.9134	0.000419686882222841	707.37	483	1647	1564	225	252	669.25	814.25
Rv3049c	Rv3049c	monooxygenase	low_iron:23%	-1.3191	0.211431018741188	577.04	670	277	224	593	1464	164.17	540.3
accE5	Rv3281	bifunctional protein acetyl-/propionyl-CoAcarboxylase subunit epsilon AccE	ctl_exponential:14%; acidic:10%	-1.0612	0.0243732733646423	592.31	252	569	610	993	663	313.88	702.87
vapC10	Rv1397c	ribonuclease VapC10	nutrient_limitation:22%; acidic_tyloxopol:11%; butyrate:10%	-0.9993	0.00777483789657849	630.96	282	795	606	701	871	1557.15	2960.53
ureA	Rv1848	urease subunit gamma	hypoxia_late:13%; low_iron:10%	-0.9863	0.00959029851240653	603.99	503	869	880	452	402	52.33	95.64
MT2361.1	MT2361.1	hypothetical protein	hypoxia_late:36%; ctl_stationary:15%; PBS_RIF_DDmtb:15%	-1.6384	0.403911792974023	502.06	1220	150	143	572	840	0	7.4
Rv3363c	Rv3363c	hypothetical protein	hypoxia_late:8%	-1.0098	0.0136201908461443	587.65	487	753	657	588	476	48.81	97.69
mymA	Rv3083	FAD-containing monooxygenase MymA	nutrient_limitation:15%	-1.3092	0.198744899144161	560.66	723	296	225	510	1348	53.83	174.59
