GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	sputum_250754_W0	sputum_503557_W0
Rv2083	Rv2083	hypothetical protein	hypoxia_late:15%	-0.6063	0.377332641919848	513.55	571	720	740	157	522	115.61	173.94
fadE15	Rv1467c	acyl-CoA dehydrogenase FadE15	PBS_RIF_DDmtb:15%; low_iron:13%	-0.6035	0.384684251795275	507.71	593	743	605	173	543	46.72	70.9
Rv1864c	Rv1864c	hypothetical protein	hypoxia_late:10%	-0.6182	0.402457174305802	508.84	583	715	636	163	572	82.43	126.36
Rv0519c	Rv0519c	membrane protein	hypoxia_late:16%	-0.7125	0.39327780262259	573.66	178	297	302	3542	151	72.91	147.12
MT0431	MT0431	hypothetical protein	hypoxia_late:21%; low_iron:19%	-1.562	0.709810367641407	432.19	1054	63	71	653	874	2.25	19.94
MT0835	MT0835	hypothetical protein	low_iron:14%; acidic_tyloxopol:12%	-0.7116	0.395368758061506	562.75	191	295	217	3541	179	564	1135.28
gcvT	Rv2211c	aminomethyltransferase	tyloxopol:11%	-0.5964	0.367387636622079	504.51	539	748	608	169	580	235.87	351.19
Rv2560	Rv2560	hypothetical protein	tyloxopol:15%; hypoxia_late:14%	-0.6957	0.366024505566176	572.26	159	319	280	3629	148	94.96	189.18
eccE3	Rv0292	ESX-3 secretion system protein EccE	microaerophilic:21%; low_iron:14%; zinc_limitation:10%	-0.7116	0.368678162894911	574.69	130	307	223	3730	223	626.44	1245.79
Rv2563	Rv2563	glutamine ABC transporter permease	hypoxia_late:13%	-0.5982	0.360517000195082	501.9	549	742	622	170	546	166.82	249.36
Rv0986	Rv0986	adhesion component ABC transporter ATP-binding protein	ctl_stationary:22%; PBS_RIF_DDmtb:16%; hypoxia_late:14%	-0.7923	0.428588465771621	555.91	195	256	270	3281	202	36.31	79.89
pdxH	Rv2607	pyridoxine/pyridoxamine 5'-phosphate oxidase	hypoxia_late:24%; ctl_stationary:10%	-0.8034	0.445221562123458	549.99	231	242	212	3176	243	29.09	65.23
MT2396	MT2396	hypothetical protein	ctl_stationary:19%; hypoxia_late:17%; PBS_RIF_DDmtb:14%; hypoxia_fatty_acids:10%	-1.9456	0.735498482809128	408.81	1149	32	28	753	830	0	13.95
Rv1833c	Rv1833c	haloalkane dehalogenase	zinc_limitation:16%; PBS_RIF_DDmtb:13%; ctl_stationary:10%	-0.7035	0.37329162626117	560.45	177	310	226	3559	163	80.75	162.27
mcr5	Rvnc0012	fragment of putative small regulatory RNA	acidic_tyloxopol:15%; butyrate:12%; butyrate_plus_glucose:11%	-1.8863	0.725710193241366	417.24	1060	35	106	608	824	1.88	27.23
eccD3	Rv0290	ESX-3 secretion system protein EccD	microaerophilic:42%; zinc_limitation:12%; low_iron:10%	-0.7489	0.368370985060378	576.26	116	288	197	3702	303	1541.47	3145.26
Rv1950c	Rv1950c	hypothetical protein	hypoxia_late:10%	-0.9572	0.489035032926836	542.8	417	172	158	2494	418	37.5	98.12
MT0694	MT0694	hypothetical protein	human_sputum:16%; hypoxia_late:11%; ctl_stationary:10%	-0.9479	0.482440159946498	542.47	343	183	196	2640	362	36.06	92.77
Rv3827c	Rv3827c	transposase	zinc_limitation:25%	-0.6023	0.354658592473849	489.28	529	739	570	162	567	225.02	336.66
aspS	Rv2572c	aspartate--tRNA ligase	zinc_limitation:15%; hypoxia_late:13%	-0.7117	0.352326684964056	561.21	135	311	236	3710	167	137.21	274.63
sigE	Rv1221	ECF RNA polymerase sigma factor SigE	hypoxia_fatty_acids:15%	-0.614	0.35742612734983	497.75	514	731	596	155	624	751.37	1130.86
rplJ	Rv0651	50S ribosomal protein L10	high_iron:13%; tyloxopol:12%; hypoxia_rar:12%	-0.6103	0.354364702589157	495.51	536	730	648	159	532	325.53	490.07
MT0270.2	MT0270.2	hypothetical protein	human_sputum:10%	-0.6478	0.401571158098274	494.91	543	652	701	131	599	148.73	232.7
Rv0228	Rv0228	acyltransferase	hypoxia_late:16%	-0.6286	0.371773551083659	492.39	574	701	663	141	524	66.19	101.96
hisT	Rvnt29	tRNA-His	hypoxia_late:17%; butyrate:11%	-1.4159	0.662192215597388	421.67	919	85	140	581	740	11.58	55.83
atpD	Rv1310	ATP synthase subunit beta	INDIGO_exponential:13%; ctl_exponential:12%; microaerophilic:10%	-0.6228	0.348795517939508	488.14	482	710	603	142	645	612.8	926.67
MT0827	MT0827	hypothetical protein	hypoxia_late:34%; PBS_RIF_DDmtb:18%; ctl_stationary:11%	-1.9273	0.709174965420752	397.28	1072	30	38	695	836	1.41	24.8
Rv2175c	Rv2175c	DNA-binding protein	acidic_tyloxopol:8%	-0.7719	0.383531033308132	547.14	156	269	294	3447	149	116.35	245.75
Rv1057	Rv1057	hypothetical protein	nutrient_limitation:32%; hypoxia_rar:15%	-0.614	0.338099996843257	482.92	526	717	617	153	527	155.03	234.07
cut2	Rv2301	cutinase	acidic_tyloxopol:10%	-0.7098	0.339096546331485	546.76	146	303	239	3616	140	136.74	274.08
PPE31	Rv1807	PPE family protein	acidic:25%; acidic_tyloxopol:12%; hypoxia_fatty_acids:11%	-0.6317	0.360699634589695	484.94	569	699	645	139	512	74.97	115.68
MT1957.1	MT1957.1	hypothetical protein	zinc_limitation:24%; PBS_RIF_DDmtb:18%	-0.845	0.421683756197037	537.77	222	219	156	2945	380	39.61	92.59
Rv1928c	Rv1928c	short-chain type dehydrogenase/reductase	ctl_stationary:14%; PBS_RIF_DDmtb:13%; hypoxia_late:11%	-0.9147	0.446959017959213	533.24	287	197	277	2778	229	17.7	44.23
dedA	Rv2637	transmembrane protein DedA	hypoxia_late:12%	-0.6531	0.393239611155041	483.4	567	649	697	116	551	74.05	116.21
Rv0281	Rv0281	S-adenosylmethionine-dependent methyltransferase	microaerophilic:24%; zinc_limitation:11%	-0.6255	0.3441977111437	481.7	480	707	569	140	653	1045.06	1583.62
Rv3399	Rv3399	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:17%; human_sputum:10%	-0.6596	0.409801241755849	477.99	585	651	624	110	583	34.45	55
PE_PGRS8	Rv0742	hypothetical protein	hypoxia_late:38%	-0.8595	0.438052124624293	530.95	238	226	237	3121	182	40.91	94.19
Rv0948c	Rv0948c	chorismate mutase	high_iron:10%	-0.7874	0.386608752413637	536.88	154	254	275	3373	165	117.11	251.23
csm3	Rv2821c	CRISPR type III-associated RAMP protein Csm3	human_sputum:11%	-0.8665	0.427924671020388	531.23	245	222	192	2914	284	18.03	43.74
Rv3629c	Rv3629c	integral membrane protein	human_sputum:10%	-0.7148	0.336865729496703	540.76	145	298	238	3560	141	73.52	148.62
Rv1476	Rv1476	membrane protein	ctl_exponential:14%	-0.6409	0.362070030560435	480.28	533	670	693	121	542	109.14	169.14
rplO	Rv0723	50S ribosomal protein L15	INDIGO_exponential:10%	-0.6265	0.332666203489572	472.06	488	703	577	134	597	1212.54	1837.16
Rv2917	Rv2917	hypothetical protein	hypoxia_late:25%; PBS_RIF_DDmtb:11%	-0.749	0.354811916843775	539.01	158	289	247	3428	150	26.22	55.44
pks16	Rv1013	polyketide synthase	hypoxia_hypoxic:9%	-0.7447	0.328544745335382	544.21	124	293	229	3678	159	147.44	302.55
Rv0111	Rv0111	transmembrane acyltransferase	hypoxia_late:18%; human_sputum:13%	-0.6214	0.322230085188731	470.36	517	714	590	145	513	85.12	129.55
PE_PGRS46	Rv2634c	PE-PGRS family protein PE_PGRS46	hypoxia_late:43%	-0.6311	0.329636138378276	475.53	519	706	677	136	484	62.01	95.52
esxR	Rv3019c	ESAT-6 like protein EsxR	microaerophilic:23%; hypoxia_late:14%	-0.8712	0.423583589678114	524.49	210	210	215	3010	256	52.44	123.1
Rv1645c	Rv1645c	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:10%	-0.6233	0.329784674920286	466.35	545	713	544	151	498	114.05	174.22
Rv0128	Rv0128	transmembrane protein	human_sputum:10%	-0.7501	0.358542700993703	535.42	149	276	245	3431	160	61.11	127.31
Rv3224	Rv3224	iron-regulated short-chain dehydrogenase/reductase	ctl_exponential:10%	-0.6293	0.33085124288924	470.01	484	702	580	132	592	596.85	907.32
Rv0744c	Rv0744c	transcriptional regulator	hypoxia_late:20%; ctl_stationary:12%	-0.7951	0.377316976369879	534.96	160	253	272	3372	157	82.45	177.76
mctB	Rv1698	copper transporter MctB	INDIGO_exponential:12%; high_iron:11%; tyloxopol:10%	-0.6275	0.324840987783953	465.21	522	694	644	135	469	129.29	197.15
alkA	Rv1317c	bifunctional regulatory protein/DNA repair enzyme AlkA	nutrient_limitation:23%; PBS_RIF_DDmtb:15%	-0.6295	0.319524248209073	469.71	506	689	679	123	505	127.03	193.5
Rv2638	Rv2638	hypothetical protein	acidic_tyloxopol:22%	-0.6551	0.364540430519713	472.19	531	644	716	111	526	132.16	206.61
Rv3202c	Rv3202c	ATP-dependent DNA helicase	hypoxia_late:23%; zinc_limitation:22%; microaerophilic:10%	-0.6309	0.317260642675926	469.89	501	693	763	112	461	47.77	73.28
tig	Rv2462c	trigger factor	zinc_limitation:11%	-0.6302	0.325692302968622	463.38	471	695	604	124	569	337.69	513.23
Rv0221	Rv0221	diacyglycerol O-acyltransferase	high_iron:9%	-0.747	0.325261434563978	534.53	134	282	273	3533	127	62.51	129.32
esxD	Rv3891c	ESAT-6 like protein EsxD	acidic:11%; hypoxia_rar:11%	-0.6279	0.317537382982529	461.24	513	698	582	148	485	385.54	588.2
Rv3706c	Rv3706c	hypothetical protein	human_sputum:13%; ctl_exponential:11%; acidic_tyloxopol:10%	-0.6659	0.378523039184512	467.23	550	636	674	102	545	153.17	242.41
Rv1382	Rv1382	hypothetical protein	hypoxia_late:17%; zinc_limitation:11%	-0.9365	0.438330472629649	502.64	332	188	154	2682	255	22.77	57.68
ssb	Rv0054	single-strand DNA-binding protein	zinc_limitation:14%	-0.6339	0.316303114271889	464.55	503	686	657	129	491	329.84	504.24
Rv2949c	Rv2949c	chorismate pyruvate-lyase	INDIGO_exponential:15%; acidic:12%	-0.6309	0.319493576544074	460.08	523	700	556	143	501	259.61	397.07
hpt	Rv3624c	hypoxanthine-guanine phosphoribosyltransferase	tyloxopol:9%	-0.6389	0.33993551737705	456.96	541	680	551	130	514	116.72	180.43
Rv2059	Rv2059	hypothetical protein	zinc_limitation:15%; human_sputum:13%	-0.6373	0.321515565380092	462.66	498	692	607	125	534	170.5	261.71
Rv0257	Rv0257	hypothetical protein	acidic_tyloxopol:9%	-0.6351	0.321876463630878	457.55	516	681	591	128	507	248.04	381.23
mscL	Rv0985c	large-conductance ion mechanosensitive channel	ctl_stationary:13%	-0.6306	0.318079078958234	454.54	521	688	576	137	477	274.36	419.19
Rv3312c	Rv3312c	hypothetical protein	hypoxia_late:11%	-0.8792	0.366665889572571	531.92	141	223	416	3144	145	29.56	69.41
Rv2962c	Rv2962c	PGL/p-HBAD biosynthesis rhamnosyltransferase	hypoxia_late:14%; ctl_stationary:10%	-0.7711	0.316850927033978	527.59	131	275	269	3488	129	52.53	111.42
Rv0521	Rv0521	methyltransferase/methylase	hypoxia_late:25%; ctl_stationary:20%; PBS_RIF_DDmtb:11%	-1.673	0.656247837460245	363	1049	48	56	559	616	0	9.19
Rv2943A	Rv2943A	transposase	hypoxia_late:17%; acidic_tyloxopol:10%	-0.9451	0.41067760235792	510.65	274	187	225	2616	276	19.43	50.35
glfT1	Rv3782	galactofuranosyl transferase GlfT	INDIGO_exponential:10%	-0.6395	0.311960283116843	456.64	502	682	653	118	480	168.75	259.77
vapB39	Rv2530A	antitoxin VapB39	INDIGO_exponential:12%; hypoxia_late:10%	-0.8487	0.37793143564574	511.28	179	228	199	3185	197	100.94	228.77
regX3	Rv0491	two component sensory transduction protein RegX	microaerophilic:19%	-0.7698	0.305490485424593	523.32	108	272	235	3620	144	315.61	656.19
Rv3200c	Rv3200c	transmembrane cation transporter	tyloxopol:9%	-0.6406	0.310822160946935	450.26	496	683	589	117	511	198.1	304.61
Rv3669	Rv3669	transmembrane protein	tyloxopol:15%	-0.656	0.332598544274156	454.42	527	659	649	108	488	153.55	240.07
MT2510	MT2510	hypothetical protein	hypoxia_late:27%; ctl_stationary:16%; PBS_RIF_DDmtb:15%	-2.2472	0.657838694149905	366.12	1046	18	14	706	828	0	20.38
pirG	Rv3810	cell surface protein	tyloxopol:13%	-0.6423	0.314379770922525	449.95	456	684	574	119	561	561.22	861.64
Rv2434c	Rv2434c	transmembrane protein	hypoxia_late:17%	-0.8942	0.478361875716702	443.07	437	221	380	890	406	3.28	10
Rv1002c	Rv1002c	dolichyl-phosphate-mannose--protein mannosyltransferase	hypoxia_late:10%	-0.6424	0.310600581553172	446.08	512	690	583	122	463	79.27	123.16
Rv3468c	Rv3468c	dTDP-glucose 4,6-dehydratase	hypoxia_late:23%; ctl_stationary:11%	-0.943	0.386241048175097	504.11	228	196	282	2663	218	11.83	31.19
rpsQ	Rv0710	30S ribosomal protein S17	INDIGO_exponential:11%; hypoxia_rar:10%	-0.6396	0.30336358790464	442.18	490	685	515	127	523	567.23	870.42
rpmC	Rv0709	50S ribosomal protein L29	ctl_exponential:11%	-0.7616	0.284651017083349	511.92	125	274	207	3574	126	542.04	1121.49
Rv3600c	Rv3600c	type III pantothenate kinase	zinc_limitation:9%	-0.766	0.286308716421763	511.63	128	278	204	3563	124	147.78	308.69
proU	Rvnt26	tRNA-Pro	human_sputum:8%	-0.9814	0.415436326606167	487.08	294	173	166	2753	216	135.88	345.98
moaE1	Rv3119	molybdopterin synthase catalytic subunit 1	acidic:12%	-0.7705	0.290850716729643	510.71	129	270	206	3524	132	168.42	354.13
celA1	Rv0062	cellulase CelA	hypoxia_late:16%; hypoxia_rar:12%; tyloxopol:12%	-0.6486	0.305156050321057	445.43	462	678	585	114	535	264.27	408.66
Rv2683	Rv2683	hypothetical protein	zinc_limitation:10%	-0.774	0.289026564151463	511.4	123	266	243	3529	114	209.08	437.19
rpfA	Rv0867c	resuscitation-promoting factor RpfA	tyloxopol:14%; human_sputum:12%	-0.658	0.314409022347079	443.59	423	668	504	99	702	2154.33	3337.58
Rv2864c	Rv2864c	penicillin-binding lipoprotein	hypoxia_late:18%	-0.6769	0.342427972285747	449.4	535	661	630	94	500	34.38	55.6
mihF	Rv1388	integration host factor MihF	zinc_limitation:13%; hypoxia_rar:11%	-0.6493	0.308038146206992	441.13	446	679	498	115	615	1590.89	2454.52
esxI	Rv1037c	ESAT-6 like protein EsxI	ctl_exponential:9%	-0.6446	0.296105890055748	441.06	444	675	573	113	547	1359.12	2087.12
Rv1158c	Rv1158c	hypothetical protein	tyloxopol:14%; hypoxia_late:11%; hypoxia_hypoxic:11%; butyrate_plus_glucose:10%	-0.6497	0.300476953673189	442.06	453	671	614	105	525	418.39	645.73
Rv1458c	Rv1458c	antibiotic ABC transporter ATP-binding protein	hypoxia_late:10%	-0.6487	0.289544308930003	435.59	454	657	698	98	445	155.34	239.43
Rv1700	Rv1700	NUDIX hydrolase	acidic:9%	-0.7994	0.30203258520987	498.12	126	248	228	3430	120	104.52	223.72
sdhA	Rv3318	succinate dehydrogenase flavoprotein subunit	hypoxia_late:15%	-0.8076	0.283765501827162	505.4	101	259	222	3554	138	136.94	293.99
sdhC	Rv3316	succinate dehydrogenase cytochrome B-556 subunit	hypoxia_late:10%	-0.8934	0.359127475335944	484.41	166	209	195	3120	166	67.8	159.84
rpsA	Rv1630	30S ribosomal protein S1	INDIGO_exponential:9%	-0.8324	0.286080197441078	502.68	90	240	167	3553	213	956.65	2067.9
Rv0466	Rv0466	hypothetical protein	hypoxia_rar:10%	-0.7894	0.275380270866563	499.35	105	262	201	3561	131	224.39	473.78
dctA	Rv2443	C4-dicarboxylate-transport transmembrane protein DctA	nutrient_limitation:12%; PBS_RIF_DDmtb:11%	-0.6596	0.296102155801034	434.32	489	663	651	97	440	73.86	115.96
esxV	Rv3619c	ESAT-6 like protein EsxV	ctl_exponential:9%	-0.6495	0.286430780213291	429.52	439	672	535	106	544	1324.13	2042.22
Rv1429	Rv1429	hypothetical protein	human_sputum:21%; hypoxia_late:21%; ctl_stationary:12%	-0.888	0.324087109001551	491.01	136	224	281	3136	130	25.13	59.37
ahpC	Rv2428	alkyl hydroperoxide reductase subunit AhpC	zinc_limitation:27%; hypoxia_rar:10%; hypoxia_hypoxic:10%	-0.6596	0.296126928318054	432.1	438	667	557	100	556	985.82	1532.31
MT0294	MT0294	hypothetical protein	human_sputum:36%; zinc_limitation:18%; microaerophilic:15%	-0.7855	0.270945880629222	495.87	110	263	189	3565	125	1467.39	3084.96
MT1585.1	MT1585.1	hypothetical protein	acidic:27%; nutrient_limitation:14%; hypoxia_hypoxic:11%	-0.6555	0.286604703424661	425.44	464	665	554	104	487	1136.41	1763.31
MT2361.1	MT2361.1	hypothetical protein	hypoxia_late:36%; ctl_stationary:15%; PBS_RIF_DDmtb:15%	-2.0436	0.611132592689711	352.61	1019	27	16	570	835	0	15.59
PE10	Rv1089	PE family protein	hypoxia_late:39%; ctl_stationary:14%; PBS_RIF_DDmtb:10%	-1.6831	0.602740611910217	341.88	929	52	85	431	614	0	9.13
Rv2959c	Rv2959c	rhamnosyl O-methyltransferase	hypoxia_rar:17%; hypoxia_late:10%	-0.6749	0.308466453190615	429.78	491	639	625	91	470	100.31	159.61
nrdE	Rv3051c	ribonucleoside-diphosphate reductase subunit alpha	low_iron:8%	-0.6696	0.296536586398696	426.27	411	656	512	88	642	804.99	1259.31
PPE3	Rv0280	PPE family protein PPE3	human_sputum:38%; zinc_limitation:15%; microaerophilic:15%	-0.8628	0.273895937837286	498.29	87	234	147	3525	240	1382.73	3053.52
papA5	Rv2939	phthiocerol/phthiodiolone dimycocerosyl transferase	human_sputum:12%	-0.6587	0.281990722219433	424.96	451	666	561	101	497	176.37	274.89
Rv1648	Rv1648	transmembrane protein	PBS_RIF_DDmtb:14%	-0.8153	0.266011234109824	491.72	102	249	233	3504	111	154.73	333.81
ureA	Rv1848	urease subunit gamma	hypoxia_late:13%; low_iron:10%	-0.9185	0.349096400789844	470.89	173	194	151	2952	219	51.88	126.58
sigD	Rv3414c	ECF RNA polymerase sigma factor SigD	tyloxopol:11%	-0.8042	0.26403526092055	487.63	99	255	179	3550	133	344.5	733.66
Rv3041c	Rv3041c	ABC transporter ATP-binding protein	hypoxia_late:10%	-0.6786	0.302887850857497	424.19	494	632	638	84	449	92.99	148
Rv1707	Rv1707	transmembrane protein	PBS_RIF_DDmtb:7%	-0.6691	0.284893837730029	421.17	467	653	602	95	448	114.43	180.39
Rv0185	Rv0185	hypothetical protein	zinc_limitation:17%; PBS_RIF_DDmtb:16%	-0.8107	0.256755156071009	483.34	113	251	194	3474	112	173.76	374.97
ureD	Rv1853	urease accessory protein UreD	hypoxia_late:8%	-0.6759	0.293332828411549	420.36	475	621	678	81	431	134.61	212.39
ilvC	Rv3001c	ketol-acid reductoisomerase	acidic:9%	-0.8134	0.253926885437267	483.67	98	252	170	3544	135	246.16	527.5
Rv2721c	Rv2721c	hypothetical protein	tyloxopol:10%	-0.6652	0.278547921234923	418.27	428	658	547	90	531	199.09	310.99
mdh	Rv1240	malate dehydrogenase	tyloxopol:12%; hypoxia_rar:10%	-0.6682	0.281869825572973	416.99	440	662	499	96	541	445.4	698.54
Rv0487	Rv0487	hypothetical protein	hypoxia_late:10%	-0.6917	0.307757671745951	416.6	495	623	533	85	508	101.03	163.52
Rv2666	Rv2666	transposase	hypoxia_late:15%; low_iron:10%	-0.6561	0.258317132247942	407.25	425	664	505	107	471	110.88	173.69
Rv3421c	Rv3421c	hypothetical protein	hypoxia_late:17%	-0.8117	0.250126117389849	476.06	115	250	171	3486	109	162.23	349.61
apa	Rv1860	hypothetical protein	hypoxia_late:10%	-0.663	0.270484947174169	406.02	448	655	518	93	466	204.7	319.5
iniC	Rv0343	iIsoniazid inductible protein IniC	hypoxia_rar:11%	-0.6769	0.280333374985057	413.55	459	637	660	78	420	66.5	105.78
Rv0797	Rv0797	insertion sequence element IS1547 transposase	hypoxia_late:17%; ctl_stationary:10%	-0.8918	0.269415565918359	472.42	106	217	244	2900	201	14.66	36.12
rpmJ	Rv3461c	50S ribosomal protein L36	human_sputum:13%; ctl_exponential:12%	-0.8133	0.247967791513502	471.07	107	247	169	3489	108	845.3	1818.36
TB15.3	Rv1636	iron-regulated universal stress protein	hypoxia_hypoxic:10%	-0.6689	0.268598438246356	406.63	443	648	527	89	481	506.11	792.79
Rv0057	Rv0057	hypothetical protein	zinc_limitation:12%	-0.6839	0.285289210181152	404.15	458	612	601	74	452	139.4	221.88
Rv3191c	Rv3191c	transposase	acidic:10%	-0.8527	0.225250225299296	478.94	94	233	267	3396	97	87.97	195.18
Rv1588c	Rv1588c	hypothetical protein	hypoxia_late:17%; ctl_stationary:12%	-0.9378	0.265856084581885	474.83	103	191	313	2690	238	17.25	44.16
Rv2237	Rv2237	hypothetical protein	acidic_tyloxopol:10%	-0.6958	0.288907697610925	404.52	474	614	632	67	428	101.31	163.33
MT3273	MT3273	hypothetical protein	hypoxia_late:48%; ctl_stationary:22%	-1.439	0.520567904528979	345.25	769	84	67	463	692	9.39	46.89
PE_PGRS26	Rv1441c	PE-PGRS family protein PE_PGRS26	hypoxia_late:26%; human_sputum:11%	-0.6735	0.262047731206625	402.79	431	650	508	87	494	180.04	283.67
fadD15	Rv2187	long-chain-fatty-acid--CoA ligase FadD15	ctl_exponential:8%	-0.682	0.265819071682343	405.26	415	638	575	77	496	173.45	274.87
Rv1770	Rv1770	hypothetical protein	hypoxia_late:10%	-0.6758	0.262085544942269	398.52	433	634	598	75	429	131.93	208.09
rpmA	Rv2441c	50S ribosomal protein L27	acidic:10%	-0.67	0.261702940951845	397.13	442	646	487	92	464	760.65	1193.07
Rv0674	Rv0674	hypothetical protein	PBS_RIF_DDmtb:23%	-0.8985	0.277418789570301	458.27	121	214	198	3184	119	52.99	124.06
recX	Rv2736c	regulatory protein RecX	zinc_limitation:20%	-0.6893	0.280272267186089	399.52	466	613	587	72	436	145.44	232.55
esxO	Rv2346c	ESAT-6 like protein EsxO	acidic:10%	-0.6755	0.255496363629962	396.53	400	642	481	86	530	1566.61	2462.03
Rv0828c	Rv0828c	deaminase	hypoxia_late:30%; ctl_stationary:15%	-1.083	0.447519213851446	374.34	461	134	259	744	413	10	31.63
ephA	Rv3617	epoxide hydrolase EphA	hypoxia_late:14%	-0.8641	0.255285366489656	455.34	120	231	155	3249	123	42.73	97.79
fadE25	Rv3274c	acyl-CoA dehydrogenase FadE25	ctl_exponential:9%	-0.6848	0.260014545619808	397.91	416	640	513	80	504	281.81	447.68
Rv0698	Rv0698	hypothetical protein	hypoxia_late:19%	-0.9564	0.282607861252909	454.67	119	195	224	3047	134	42.31	105.44
Rv1587c	Rv1587c	hypothetical protein	hypoxia_fatty_acids:20%; butyrate:14%; hypoxia_late:11%	-0.9237	0.23138245740018	464.29	91	212	260	3091	142	25.4	62.62
Rv2774c	Rv2774c	hypothetical protein	human_sputum:16%	-0.958	0.287045477262878	445.15	176	182	125	2547	292	23.32	60.76
sugC	Rv1238	sugar ABC transporter ATP-binding protein SugC	PBS_RIF_DDmtb:9%	-0.6885	0.263536403329963	383.58	457	628	493	76	423	76.32	122.69
Rv1724c	Rv1724c	hypothetical protein	hypoxia_late:19%	-1.0436	0.427447848759546	363.7	354	158	180	1154	275	18.27	51.97
rplY	Rv1015c	50S ribosomal protein L25	hypoxia_rar:11%	-0.6862	0.25057232723068	387.83	429	630	543	73	433	282.5	448.95
Rv3776	Rv3776	hypothetical protein	hypoxia_late:19%	-0.686	0.253869746181956	387.68	432	619	623	64	393	69.77	111.22
Rv2979c	Rv2979c	resolvase	zinc_limitation:45%	-0.8981	0.231165996738604	454.84	97	216	221	3286	98	112.65	259.03
mycP3	Rv0291	membrane-anchored mycosin MycP	microaerophilic:42%; zinc_limitation:12%	-0.6968	0.256025022353358	386.85	375	617	473	62	601	1251.04	1990.42
panD	Rv3601c	aspartate 1-decarboxylase	zinc_limitation:11%	-0.8831	0.22649271823764	449.99	96	220	203	3276	99	137.82	312.98
lprE	Rv1252c	lipoprotein LprE	hypoxia_late:13%; tyloxopol:11%	-0.9402	0.263306314051839	443.23	114	198	191	3097	122	51.45	125.25
