GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	S_250754_Probe_4A_50_S24	S_687338_Probe_4A_100_S23
Rv0259c	Rv0259c	hypothetical protein	hypoxia_late:27%; ctl_stationary:16%; PBS_RIF_DDmtb:13%	3.37	0.998878243359164	3299.43	3560	3484	3324	3341	2815	38.57	0
cyp132	Rv1394c	cytochrome P450 Cyp132	PBS_RIF_DDmtb:16%; nutrient_limitation:10%	3.1674	0.997846794728435	3309.36	3525	3753	3550	3211	2576	27.18	0
Rv0320	Rv0320	hypothetical protein	hypoxia_late:15%; ctl_stationary:11%	3.4179	0.998964433434709	3305.64	3568	3430	3286	3404	2863	41.57	0
Rv3365c	Rv3365c	hypothetical protein	hypoxia_late:8%	0.1427	0.738833356175996	3859.96	2193	4260	4228	4463	4451	192.59	51.97
Rv1727	Rv1727	hypothetical protein	hypoxia_late:29%	3.4533	0.999454624891844	3281.34	3578	3374	3100	3467	2911	44.67	0
Rv0850	Rv0850	transposase	microaerophilic:27%; hypoxia_late:14%	3.5568	0.999580347412914	3288.97	3608	3124	3085	3509	3137	56.27	0
clpC2	Rv2667	ATP-dependent protease ATP-binding subunit ClpC	hypoxia_late:30%; PBS_RIF_DDmtb:23%; ctl_stationary:11%	3.3595	0.998884528577737	3308.21	3564	3501	3346	3335	2822	38.06	0
nmtR	Rv3744	HTH-type transcriptional regulator NmtR	butyrate:8%	3.6056	0.999824222566234	3262.41	3569	3097	2862	3751	3075	57.51	0
Rv0739	Rv0739	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:16%; human_sputum:12%; ctl_stationary:10%	3.3522	0.998942224075631	3308.64	3581	3523	3418	3275	2779	37.19	0
sdhD	Rv3317	succinate dehydrogenase hydrophobic membrane anchor subunit	hypoxia_late:12%	3.5939	0.999602942088546	3311.5	3563	3165	3309	3560	2980	54.33	0
Rv2642	Rv2642	ArsR family transcriptional regulator	hypoxia_fatty_acids:56%; butyrate:15%	3.646	0.999882433258033	3239.32	3634	3076	2865	3651	3012	58.9	0
bioF2	Rv0032	8-amino-7-oxononanoate synthase	hypoxia_late:28%; ctl_stationary:10%	2.9144	0.996293382077002	3316.49	3489	3938	3935	2941	2417	18.59	0
Rv1866	Rv1866	hypothetical protein	hypoxia_late:24%; PBS_RIF_DDmtb:10%	2.9139	0.996340237353503	3316.78	3500	3945	3886	2950	2434	18.67	0
Rv0520	Rv0520	methyltransferase/methylase	ctl_stationary:16%; hypoxia_late:16%	3.5703	0.999695952481603	3278.15	3684	3121	3057	3449	3102	56.06	0
cyp139	Rv1666c	cytochrome P450 Cyp139	hypoxia_late:12%	3.2239	0.998110600836433	3338.24	3529	3708	3761	3202	2568	29.06	0
rocE	Rv2320c	cationic amino acid transporter permease RocE	hypoxia_late:16%; ctl_stationary:15%	3.1507	0.997881404297655	3328.79	3524	3762	3657	3206	2569	26.57	0
Rv2292c	Rv2292c	hypothetical protein	INDIGO_exponential:10%	3.6436	0.999871669660979	3266.72	3610	2911	2909	3695	3251	66.92	0
Rv3093c	Rv3093c	oxidoreductase	high_iron:18%; hypoxia_late:11%	3.3595	0.998858987146827	3332.14	3513	3570	3660	3340	2633	35.21	0
Rv3845	Rv3845	hypothetical protein	hypoxia_late:25%	3.52	0.999564677546263	3308.69	3617	3174	3172	3476	3119	53.25	0
Rv0331	Rv0331	dehydrogenase/reductase	hypoxia_fatty_acids:54%; butyrate:10%	3.1694	0.997957853910415	3335.68	3572	3723	3667	3083	2695	28.57	0
Rv3183	Rv3183	transcriptional regulator	hypoxia_late:30%; ctl_stationary:11%	3.6538	0.999877337418281	3276.42	3603	3019	2926	3785	3093	61.42	0
MT2325	MT2325	hypothetical protein	hypoxia_fatty_acids:13%	3.6965	0.999999950653158	3211.43	3625	2695	2557	3895	3393	79.5	0
Rv3659c	Rv3659c	conjugal transfer protein	hypoxia_late:28%; PBS_RIF_DDmtb:23%; ctl_stationary:13%	3.3377	0.998752528176102	3347.46	3488	3588	3807	3305	2615	33.97	0
MT3491.1	MT3491.1	hypothetical protein	INDIGO_exponential:17%	3.7025	0.999999953882843	3213.5	3626	2672	2577	3902	3399	80.41	0
lppF	Rv1921c	lipoprotein LppF	hypoxia_late:14%; acidic_tyloxopol:11%	3.239	0.998190219331712	3358.79	3533	3711	3823	3220	2585	29.81	0
Rv2186c	Rv2186c	hypothetical protein	human_sputum:13%	3.617	0.999824280520784	3303.13	3548	3095	3240	3646	3010	56.83	0
MT3058.2	MT3058.2	hypothetical protein	hypoxia_late:40%	3.745	0.999999960303383	3237.71	3601	2595	2757	3920	3415	85.32	0
Rv3406	Rv3406	dioxygenase	hypoxia_fatty_acids:52%	3.2863	0.99882624278074	3331.24	3576	3596	3466	3273	2781	34.26	0
arfA	Rv0899	peptidoglycan-binding protein ArfA	hypoxia_late:11%	3.2722	0.998938706696529	3319.76	3613	3622	3446	3229	2732	32.86	0
MT1107	MT1107	hypothetical protein	tyloxopol:14%; PBS_RIF_DDmtb:13%	3.6704	0.99999996283552	3207.44	3666	2675	2411	3960	3466	80.86	0
Rv1961	Rv1961	hypothetical protein	hypoxia_late:21%; PBS_RIF_DDmtb:12%	3.443	0.999552019101286	3315.86	3607	3344	3060	3592	3001	45.93	0
Rv1056	Rv1056	hypothetical protein	hypoxia_late:8%	3.3351	0.998950764586742	3338.25	3583	3528	3398	3374	2836	37.24	0
MT3483	MT3483	hypothetical protein	PBS_RIF_DDmtb:13%; hypoxia_late:13%	3.7	0.999999939106917	3238.11	3614	2751	2729	3843	3332	76.07	0
cobU	Rv0254c	bifunctional cobinamide kinase/cobinamide phosphate guanylyltransferase	hypoxia_late:18%; nutrient_limitation:10%	3.4766	0.999535716836892	3335.52	3577	3328	3349	3510	2933	46.59	0
Rv0698	Rv0698	hypothetical protein	hypoxia_late:19%	3.4381	0.999470571963975	3341.64	3575	3402	3431	3432	2890	43.21	0
PPE57	Rv3425	PPE family protein PPE57	nutrient_limitation:19%; hypoxia_rar:13%; human_sputum:11%	3.4419	0.999533754042908	3332.08	3588	3356	3259	3527	2950	44.97	0
Rv3015c	Rv3015c	hypothetical protein	hypoxia_late:29%	3.3241	0.998868919289361	3366.95	3516	3597	3728	3390	2660	34.12	0
pyrG	Rv1699	CTP synthase	hypoxia_hypoxic:8%	0.3593	0.740274183801854	3940.83	2524	4241	4245	4451	4442	140.03	34.21
MT3962	MT3962	hypothetical protein	hypoxia_rar:11%	3.6656	0.999999965067362	3223.97	3663	2664	2466	3979	3484	81.49	0
Rv0920c	Rv0920c	transposase	hypoxia_late:17%	3.0801	0.997964001224405	3360.37	3584	3782	3755	3077	2676	25.47	0
lipY	Rv3097c	triacylglycerol lipase Lip	PBS_RIF_DDmtb:20%; hypoxia_late:20%; ctl_stationary:15%	3.0659	0.998093068290119	3355.69	3616	3789	3652	3088	2699	25.15	0
lipX	Rv1169c	lipase LipX	nutrient_limitation:20%; hypoxia_fatty_acids:16%; PBS_RIF_DDmtb:13%	3.5	0.999845196974929	3299.42	3654	3152	2903	3625	3195	54.66	0
Rv1026	Rv1026	hypothetical protein	hypoxia_late:18%	3.2175	0.998924693176424	3342.59	3618	3658	3434	3269	2774	31.44	0
Rv0743c	Rv0743c	hypothetical protein	hypoxia_late:12%	3.4225	0.999534766362175	3350.65	3596	3395	3323	3516	2943	43.76	0
iunH	Rv3393	nucleoside hydrolase	hypoxia_late:19%	3.2806	0.999130062182101	3346.7	3648	3606	3503	3253	2765	33.69	0
Rv1742	Rv1742	hypothetical protein	ctl_stationary:16%; hypoxia_late:12%; human_sputum:11%	3.3333	0.999134308113492	3365.19	3620	3518	3449	3401	2865	37.45	0
Rv3363c	Rv3363c	hypothetical protein	hypoxia_late:8%	3.4223	0.999595042785067	3335.51	3673	3279	3048	3542	3156	48.51	0
Rv3481c	Rv3481c	integral membrane protein	hypoxia_late:17%; PBS_RIF_DDmtb:14%	3.3919	0.999076829891414	3395.89	3567	3447	3760	3392	2849	40.01	0
Rv0561c	Rv0561c	oxidoreductase	hypoxia_late:24%; ctl_stationary:11%	3.2236	0.998742782214878	3376.78	3519	3700	3853	3290	2598	29.45	0
oxyS	Rv0117	oxidative stress response regulatory protein OxyS	hypoxia_late:13%	3.2649	0.998834670338065	3382.45	3566	3607	3794	3245	2752	32.83	0
PPE65	Rv3621c	PPE family protein PPE65	hypoxia_late:43%	3.0882	0.998092285791263	3377.88	3591	3767	3765	3115	2717	26.05	0
MT2367.1	MT2367.1	hypothetical protein	human_sputum:12%; hypoxia_late:10%	3.4941	0.999838745116099	3320.13	3653	3182	3016	3605	3169	53.37	0
PE_PGRS20	Rv1068c	PE-PGRS family protein PE_PGRS20	hypoxia_late:42%	3.1381	0.998661921992356	3356.53	3535	3765	3661	3292	2599	26.5	0
Rv0621	Rv0621	membrane protein	hypoxia_late:26%	3.2887	0.999000411666394	3374.64	3555	3608	3808	3338	2630	32.3	0
Rv1373	Rv1373	glycolipid sulfotransferase	ctl_stationary:11%	3.2154	0.998831046742147	3371.1	3587	3662	3624	3258	2769	31.19	0
eccB4	Rv3450c	ESX-4 secretion system protein EccB4	hypoxia_late:34%; PBS_RIF_DDmtb:13%; ctl_stationary:10%	3.137	0.998672322350959	3357.37	3539	3768	3689	3272	2591	26.35	0
pgi	Rv0946c	glucose-6-phosphate isomerase	hypoxia_late:12%	1.3262	0.81782239615955	3927.78	2731	4093	4076	4410	4472	80.98	9.35
Rv2041c	Rv2041c	sugar ABC transporter substrate-binding lipoprotein	hypoxia_late:13%	3.1647	0.998709352527788	3368.06	3540	3747	3703	3309	2610	27.48	0
Rv1455	Rv1455	hypothetical protein	hypoxia_late:20%; ctl_stationary:14%	3.2801	0.998997502027664	3376.78	3594	3585	3677	3286	2784	34.15	0
Rv0927c	Rv0927c	oxidoreductase	hypoxia_late:30%	3.3124	0.99899920325101	3388.89	3573	3534	3742	3331	2805	35.88	0
relJ	Rv3357	antitoxin RelJ	hypoxia_late:28%; ctl_stationary:13%	3.5151	0.999864685292968	3322.26	3667	3116	2966	3660	3233	56.79	0
ftsE	Rv3102c	cell division ATP-binding protein FtsE	ctl_stationary:11%; zinc_limitation:11%	1.0816	0.725526838979667	4057.56	3185	4187	4164	4426	4395	130.52	21.98
Rv2179c	Rv2179c	3'-5' exoribonuclease	hypoxia_late:14%; PBS_RIF_DDmtb:11%	3.4759	0.999673603531366	3349.46	3658	3319	3289	3541	2962	47.01	0
Rv1936	Rv1936	monooxygenase	microaerophilic:17%; hypoxia_late:13%; PBS_RIF_DDmtb:12%; hypoxia_fatty_acids:11%	3.248	0.998877579360256	3395.83	3537	3668	3792	3388	2657	31.08	0
Rv3033	Rv3033	hypothetical protein	hypoxia_late:12%	3.4081	0.999557406911374	3369.32	3606	3405	3335	3553	2967	43.39	0
Rv0986	Rv0986	adhesion component ABC transporter ATP-binding protein	ctl_stationary:22%; PBS_RIF_DDmtb:16%; hypoxia_late:14%	3.3077	0.999436523728186	3366.31	3600	3543	3429	3416	2870	36.53	0
vapC6	Rv0656c	ribonuclease VapC6	PBS_RIF_DDmtb:16%	3.4077	0.999597951641677	3359.34	3672	3292	3180	3524	3144	47.35	0
dnaQ	Rv3711c	DNA polymerase III subunit epsilon	high_iron:10%	2.4689	0.999943857296295	2946.59	2603	3801	3801	4119	1083	122.66	7.38
PPE21	Rv1548c	PPE family protein PPE21	hypoxia_late:20%; human_sputum:12%	2.9232	0.997744708915698	3381.91	3542	3914	3893	3154	2514	19.52	0
Rv2319c	Rv2319c	universal stress protein	hypoxia_late:28%; ctl_stationary:12%	3.2198	0.998989290908021	3394.9	3621	3641	3539	3371	2837	32.34	0
Rv2541	Rv2541	hypothetical protein	hypoxia_late:43%	3.4642	0.999839856116559	3347.86	3637	3268	2982	3791	3097	49.13	0
Rv1947	Rv1947	hypothetical protein	hypoxia_late:10%	3.4032	0.999597899487723	3384.58	3665	3308	3350	3488	3124	46.54	0
Rv3242c	Rv3242c	hypothetical protein	hypoxia_late:21%; PBS_RIF_DDmtb:12%	3.3539	0.999525404529603	3400.45	3597	3468	3589	3460	2913	39.49	0
dosT	Rv2027c	two component sensor histidine kinase DosT	hypoxia_late:16%; hypoxia_hypoxic:12%; ctl_stationary:11%	2.9936	0.998358082328293	3390.21	3602	3861	3782	3214	2579	21.9	0
Rv1897c	Rv1897c	D-tyrosyl-tRNA(Tyr) deacylase	hypoxia_late:12%; ctl_stationary:12%	3.4877	0.999837625395733	3369.7	3605	3259	3255	3700	3051	49.42	0
Rv1356c	Rv1356c	hypothetical protein	hypoxia_late:16%; human_sputum:16%; hypoxia_hypoxic:12%	3.2879	0.999313025834668	3410.61	3682	3574	3580	3397	2854	35.38	0
Rv0881	Rv0881	tRNA/rRNA methyltransferase	hypoxia_late:15%; ctl_stationary:13%	3.193	0.999019637255145	3406.16	3638	3647	3511	3403	2864	31.58	0
lipR	Rv3084	acetyl-hydrolase LipR	hypoxia_late:22%; nutrient_limitation:12%	3.2111	0.998956853836879	3414.08	3592	3642	3791	3296	2797	31.42	0
MT2637.1	MT2637.1	hypothetical protein	hypoxia_late:24%; tyloxopol:18%	3.4836	0.999854481609653	3368.79	3660	3192	3221	3610	3178	52.99	0
echA18.1	Rv3374	enoyl-CoA hydratase echA18_1	hypoxia_late:14%; PBS_RIF_DDmtb:12%	3.5204	0.999899116046955	3336.41	3712	3082	2937	3726	3264	58.56	0
Rv3649	Rv3649	helicase	hypoxia_late:43%	2.8481	0.997645481458798	3392.8	3534	3957	3978	3131	2486	17.48	0
Rv1869c	Rv1869c	reductase	INDIGO_exponential:13%; nutrient_limitation:10%	1.6931	0.858305712002535	3940.67	3047	4006	3957	4389	4386	73.72	6.43
Rv3162c	Rv3162c	integral membrane protein	hypoxia_late:20%	3.4323	0.999837404234093	3367.52	3642	3311	3061	3769	3085	46.87	0
mtn	Rv0091	bifunctional 5'-methylthioadenosine nucleosidase	hypoxia_late:20%; ctl_stationary:10%	3.2926	0.999488878591779	3407.77	3627	3571	3578	3419	2874	35.93	0
pks17	Rv1663	polyketide synthase	hypoxia_late:24%; human_sputum:12%	3.0627	0.998725972457883	3401.53	3554	3816	3821	3297	2600	24.13	0
ureA	Rv1848	urease subunit gamma	hypoxia_late:13%; low_iron:10%	3.4541	0.999867252034951	3359.53	3685	3205	3065	3645	3221	52.6	0
Rv0043c	Rv0043c	HTH-type transcriptional regulator	hypoxia_late:9%	3.2949	0.999487915003845	3417.48	3609	3537	3662	3427	2883	36.14	0
mhpE	Rv3469c	4-hydroxy-2-oxovalerate aldolase MhpE	hypoxia_late:26%; ctl_stationary:14%; PBS_RIF_DDmtb:13%	3.1593	0.999137606661516	3404.01	3674	3705	3621	3281	2786	29.39	0
Rv1944c	Rv1944c	hypothetical protein	hypoxia_late:15%	3.2954	0.999579895679272	3400.61	3662	3496	3273	3594	3000	38.43	0
Rv2306B	Rv2306B	conserved membrane protein	hypoxia_late:18%	3.4819	0.999850089169028	3397.9	3611	3258	3421	3682	3038	48.94	0
Rv1702c	Rv1702c	hypothetical protein	hypoxia_late:22%; human_sputum:16%	3.0904	0.998873455302219	3409.14	3579	3790	3705	3381	2656	25.55	0
ribA1	Rv1940	riboflavin biosynthesis protein RibA	hypoxia_late:24%	3.1304	0.99902370950728	3401.21	3664	3735	3586	3283	2785	28.37	0
Rv1888A	Rv1888A	conserved hypothetical protein	PBS_RIF_DDmtb:16%	3.5683	0.999999950687036	3330.32	3678	2926	2886	3863	3356	66.43	0
Rv2652c	Rv2652c	prophage protein	hypoxia_late:24%	3.2864	0.999560867025253	3406.25	3643	3510	3386	3551	2963	37.43	0
fgd2	Rv0132c	F420-dependent glucose-6-phosphate dehydrogenase	hypoxia_late:25%	3.1292	0.998897040720445	3415.91	3619	3743	3730	3267	2773	28.18	0
Rv2737A	Rv2737A	conserved cysteine rich protein	hypoxia_late:14%	3.5337	0.999999949979969	3324.32	3699	2967	2772	3873	3377	64.46	0
Rv1429	Rv1429	hypothetical protein	human_sputum:21%; hypoxia_late:21%; ctl_stationary:12%	3.0436	0.998877535408536	3404.6	3641	3797	3642	3243	2755	24.96	0
MT1367.1	MT1367.1	hypothetical protein	microaerophilic:17%; hypoxia_late:11%	3.6394	0.999999973198979	3328.32	3683	2732	2899	3955	3454	77.61	0
mmuM	Rv2458	homocysteine S-methyltransferase MmuM	hypoxia_late:23%	3.2095	0.999023069744957	3438.38	3612	3650	3812	3343	2821	31.68	0
Rv0100	Rv0100	hypothetical protein	PBS_RIF_DDmtb:18%; ctl_stationary:12%; hypoxia_fatty_acids:10%	3.4775	0.999893257958029	3361.25	3700	3105	2963	3786	3291	56.87	0
Rv2569c	Rv2569c	hypothetical protein	hypoxia_late:21%	3.1408	0.998994126392191	3416.48	3646	3703	3535	3389	2846	29.45	0
Rv0851c	Rv0851c	short-chain type dehydrogenase/reductase	microaerophilic:15%; hypoxia_late:13%	3.1926	0.999465760374403	3408.08	3651	3646	3448	3434	2891	32.07	0
Rv0358	Rv0358	hypothetical protein	hypoxia_late:34%	3.2891	0.999571002455154	3410.36	3649	3521	3445	3519	2941	37.23	0
argT	Rvnt14	tRNA-Arg	hypoxia_late:13%; tyloxopol:12%; acidic_tyloxopol:11%	3.6791	0.999999979047467	3330.8	3670	2628	2972	3982	3493	83.19	0
MT3919	MT3919	hypothetical protein	hypoxia_late:12%	3.5677	0.999999960226665	3334.31	3688	2866	2858	3911	3417	68.9	0
Rv0318c	Rv0318c	integral membrane protein	hypoxia_late:22%	3.2477	0.999473729445278	3423.37	3624	3587	3656	3415	2868	33.92	0
Rv2253	Rv2253	hypothetical protein	PBS_RIF_DDmtb:21%; human_sputum:15%; ctl_stationary:14%; hypoxia_late:11%	3.361	0.999827950200452	3387.06	3656	3414	3137	3702	3052	42.43	0
dinP	Rv3056	DNA polymerase IV 2	hypoxia_late:13%	3.1401	0.998958673894496	3431.1	3628	3729	3746	3306	2796	28.85	0
Rv3656c	Rv3656c	hypothetical protein	hypoxia_late:25%; ctl_stationary:11%	3.5067	0.999999937292157	3329.36	3706	3042	2783	3839	3336	60.3	0
Rv0329c	Rv0329c	hypothetical protein	hypoxia_fatty_acids:34%; hypoxia_late:14%	3.2978	0.999578439673394	3421.17	3645	3504	3484	3537	2958	37.88	0
vapC11	Rv1561	ribonuclease VapC11	INDIGO_exponential:11%	3.339	0.999633178741446	3418.97	3716	3390	3281	3561	3161	44.08	0
Rv3312c	Rv3312c	hypothetical protein	hypoxia_late:11%	3.1416	0.99903982772719	3436.97	3647	3694	3626	3398	2857	29.59	0
Rv3095	Rv3095	HTH-type transcriptional regulator	human_sputum:14%; INDIGO_exponential:10%; ctl_stationary:10%	3.4293	0.999840077165724	3412.01	3629	3342	3409	3672	3028	45.74	0
plcC	Rv2349c	phospholipase C	hypoxia_late:13%	2.9084	0.998163531544978	3437.43	3630	3876	3912	3123	2726	20.82	0
mmpL13a	Rv1145	transmembrane transport protein	PBS_RIF_DDmtb:22%; hypoxia_late:18%; ctl_stationary:10%	3.1668	0.9990482662971	3448.04	3632	3673	3753	3380	2844	30.35	0
murI	Rv1338	glutamate racemase	high_iron:9%	1.6886	0.874643605722575	3972.18	3115	3994	4050	4390	4385	112.83	10.57
regX3	Rv0491	two component sensory transduction protein RegX	microaerophilic:19%	0.1264	0.823988115730073	3972.81	2608	4270	4257	4458	4452	316.46	91.04
Rv1824	Rv1824	hypothetical protein	INDIGO_exponential:9%	3.5551	0.999919328223849	3394.7	3704	3153	3260	3792	3095	54.8	0
MT3972.1	MT3972.1	hypothetical protein	ctl_exponential:13%	3.5713	0.999999964185829	3356.33	3693	2852	2948	3924	3429	69.74	0
sadH	Rv3085	oxidoreductase SadH	hypoxia_late:18%; nutrient_limitation:16%	3.1968	0.999532001836934	3422.16	3668	3637	3524	3428	2885	32.08	0
moeY	Rv1355c	molybdopterin biosynthesis protein MoeY	hypoxia_late:15%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	2.8226	0.998064580228745	3436.72	3580	3965	3955	3213	2575	17.61	0
Rv2963	Rv2963	integral membrane protein	microaerophilic:23%; hypoxia_fatty_acids:22%	3.0266	0.998897519344153	3442.15	3635	3796	3800	3261	2777	24.77	0
Rv0059	Rv0059	hypothetical protein	human_sputum:14%	3.2436	0.999556533261266	3442.8	3644	3560	3616	3493	2928	35	0
Rv0837c	Rv0837c	hypothetical protein	hypoxia_fatty_acids:28%; microaerophilic:14%; ctl_stationary:14%; hypoxia_late:11%	3.0758	0.999009647459097	3442.79	3657	3750	3623	3382	2843	27.14	0
vapB4	Rv0596c	antitoxin VapB4	hypoxia_late:13%; PBS_RIF_DDmtb:11%; ctl_stationary:11%	3.4645	0.999894691834604	3406.17	3701	3151	3204	3733	3265	55.14	0
MT0032	MT0032	hypothetical protein	zinc_limitation:10%	3.2935	0.999633474937378	3439.99	3679	3503	3499	3572	2970	37.89	0
Rv3472	Rv3472	hypothetical protein	hypoxia_late:14%	3.2681	0.999649514538735	3427.28	3746	3479	3368	3455	3104	39	0
esxR	Rv3019c	ESAT-6 like protein EsxR	microaerophilic:23%; hypoxia_late:14%	3.4329	0.999882458493318	3411.95	3703	3202	3239	3693	3242	51.92	0
Rv2432c	Rv2432c	hypothetical protein	human_sputum:14%; acidic_tyloxopol:10%; ctl_stationary:10%	3.3139	0.999841965592559	3408.81	3727	3411	3151	3600	3174	42.89	0
Rv0052	Rv0052	hypothetical protein	high_iron:10%	3.1754	0.9995593296702	3437.26	3734	3576	3325	3459	3109	34.87	0
MT3145.1	MT3145.1	hypothetical protein	acidic_tyloxopol:11%	3.5113	0.999999967907718	3350.49	3735	2909	2739	3973	3481	67.51	0
Rv0607	Rv0607	hypothetical protein	zinc_limitation:13%; hypoxia_late:12%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	3.3585	0.999851158087145	3419.83	3710	3353	3276	3603	3172	45.32	0
udgB	Rv1259	uracil DNA glycosylase	hypoxia_late:34%	3.1495	0.999471475039155	3457.04	3650	3687	3701	3414	2871	30.05	0
Rv1577c	Rv1577c	phage prohead protease	microaerophilic:25%; cholesterol:13%	3.3768	0.999840788566991	3442.7	3639	3401	3522	3655	3017	42.72	0
Rv0895	Rv0895	diacyglycerol O-acyltransferase	hypoxia_late:38%; ctl_stationary:11%; human_sputum:10%	2.9355	0.998769811969359	3444.72	3636	3875	3828	3224	2731	21.6	0
Rv0650	Rv0650	sugar kinase	hypoxia_late:66%	3.1566	0.999595336360918	3428.36	3730	3689	3477	3413	2869	30.27	0
MT2736.1	MT2736.1	hypothetical protein	ctl_stationary:22%; acidic_tyloxopol:14%; hypoxia_fatty_acids:12%; PBS_RIF_DDmtb:11%	3.5101	0.999999961673752	3379.05	3720	2961	2964	3907	3398	64.2	0
Rv0028	Rv0028	hypothetical protein	acidic_tyloxopol:9%	3.3771	0.999881290549135	3417.54	3733	3278	3143	3709	3247	48.82	0
Rv1506c	Rv1506c	hypothetical protein	INDIGO_exponential:13%; hypoxia_late:12%	3.3991	0.999856719695689	3445.65	3655	3387	3519	3663	3025	44.02	0
narS	Rv0845	sensor histidine kinase NarS	hypoxia_late:13%	2.963	0.998947021385213	3456.07	3659	3835	3747	3302	2793	23.14	0
idsB	Rv3383c	polyprenyl synthetase IdsB	hypoxia_late:13%	3.059	0.999064306158103	3473	3671	3763	3716	3400	2858	26.72	0
Rv3067	Rv3067	hypothetical protein	zinc_limitation:13%	1.3565	0.85059136285457	4061.48	3309	4087	4136	4416	4413	177.41	23.26
PE_PGRS40	Rv2371	PE-PGRS family protein PE_PGRS40	hypoxia_late:24%; PBS_RIF_DDmtb:10%	3.4668	0.999999962906666	3374.78	3753	3060	2864	3877	3376	59.68	0
purT	Rv0389	phosphoribosylglycinamide formyltransferase PurT	hypoxia_late:20%; ctl_stationary:11%	3.0042	0.999092948350283	3463.8	3686	3808	3867	3256	2767	23.99	0
PPE31	Rv1807	PPE family protein	acidic:25%; acidic_tyloxopol:12%; hypoxia_fatty_acids:11%	1.5532	0.889251859077102	4008.7	3207	4055	4059	4394	4391	74.89	7.61
wbbL2	Rv1525	rhamnosyl transferase WbbL	microaerophilic:14%; hypoxia_late:13%	3.168	0.999565099774806	3481.1	3676	3663	3664	3497	2936	31.95	0
PPE38	Rv2352c	PPE family protein PPE38	hypoxia_late:30%	3.0238	0.999036512081283	3496.02	3652	3799	3966	3319	2807	25.07	0
rpsS	Rv0705	30S ribosomal protein S19	butyrate_plus_glucose:9%	2.3037	0.999979064533313	3076.21	2827	3845	3733	4152	1340	354.67	27.28
PPE14	Rv0915c	PPE family protein PPE14	hypoxia_late:33%; microaerophilic:28%	2.9972	0.99914944189856	3477.5	3709	3824	3868	3271	2780	23.95	0
MT2593.2	MT2593.2	hypothetical protein	hypoxia_late:14%; human_sputum:14%	3.4158	0.999921684361393	3417.75	3754	3177	3058	3820	3314	53.64	0
Rv3108	Rv3108	hypothetical protein	hypoxia_late:15%; ctl_stationary:11%	3.2754	0.999664375272799	3492.82	3731	3452	3579	3550	3165	40.74	0
Rv3337	Rv3337	conserved hypothetical protein	low_iron:17%	3.3249	0.999885732215936	3438.35	3765	3391	3245	3617	3191	44.04	0
Rv2529	Rv2529	hypothetical protein	hypoxia_late:40%	2.9449	0.999105524384805	3471.54	3702	3848	3865	3251	2760	22.17	0
MT3204	MT3204	hypothetical protein	hypoxia_late:11%	3.4593	0.999911874133127	3456.8	3718	3122	3358	3804	3306	56.06	0
Rv2806	Rv2806	membrane protein	hypoxia_late:16%; ctl_stationary:11%	3.454	0.999999961977951	3407.77	3744	3070	3036	3868	3363	58.38	0
thyX	Rv2754c	thymidylate synthase ThyX	hypoxia_late:28%	3.1528	0.999589371335678	3487.52	3691	3660	3595	3555	2964	31.81	0
MT2895	MT2895	hypothetical protein	hypoxia_late:21%	3.4612	0.999999978499392	3362.18	3790	2945	2609	4077	3500	65.76	0
Rv2078	Rv2078	hypothetical protein	hypoxia_late:16%	3.3305	0.999889770057938	3439.85	3751	3333	3152	3722	3263	46.54	0
tam	Rv0294	trans-aconitate methyltransferase	hypoxia_late:15%	3.128	0.999602427872871	3465.73	3726	3682	3481	3523	2946	30.68	0
MT0069	MT0069	hypothetical protein	microaerophilic:17%; cholesterol:12%	3.4781	0.999999964855734	3413.81	3741	3017	3012	3922	3427	62.36	0
